cwt_data,label,stft_data
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_111.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_111.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_112.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_112.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_113.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_113.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_114.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_114.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_115.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_115.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_116.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_116.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_117.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_117.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_118.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_118.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_119.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_119.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_12.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_12.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_120.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_120.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_121.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_121.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_122.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_122.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_123.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_123.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_124.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_124.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_125.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_125.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_126.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_126.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_127.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_127.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_128.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_128.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_129.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_129.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_13.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_13.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_130.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_130.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_131.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_131.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_132.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_132.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_133.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_133.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_134.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_134.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_135.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_135.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_136.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_136.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_137.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_137.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_138.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_138.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_139.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_139.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_14.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_14.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_140.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_140.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_141.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_141.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_142.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_142.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_143.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_143.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_144.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_144.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_145.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_145.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_146.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_146.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_147.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_147.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_148.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_148.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_149.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_149.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_15.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_15.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_150.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_150.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_151.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_151.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_152.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_152.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_153.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_153.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_154.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_154.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_155.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_155.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_156.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_156.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_157.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_157.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_158.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_158.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_159.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_159.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_16.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_16.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_160.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_160.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_161.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_161.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_162.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_162.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_163.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_163.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_164.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_164.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_165.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_165.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_166.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_166.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_167.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_167.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_168.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_168.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_169.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_169.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_17.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_17.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_170.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_170.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_171.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_171.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_172.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_172.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_173.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_173.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_174.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_174.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_175.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_175.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_176.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_176.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_177.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_177.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_178.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_178.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_179.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_179.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_18.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_18.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_180.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_180.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_181.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_181.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_182.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_182.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_183.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_183.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_184.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_184.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_185.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_185.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_186.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_186.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_187.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_187.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_188.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_188.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_189.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_189.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_19.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_19.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_190.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_190.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_191.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_191.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_192.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_192.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_193.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_193.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_194.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_194.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_195.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_195.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_196.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_196.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_197.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_197.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_198.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_198.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_199.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_199.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_2.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_2.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_20.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_20.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_200.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_200.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_201.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_201.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_202.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_202.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_203.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_203.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_204.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_204.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_205.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_205.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_206.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_206.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_207.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_207.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_208.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_208.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_209.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_209.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_21.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_21.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_210.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_210.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_211.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_211.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_212.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_212.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_213.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_213.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_214.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_214.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_215.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_215.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_216.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_216.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_217.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_217.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_218.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_218.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_219.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_219.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_22.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_22.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_220.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_220.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_221.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_221.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_222.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_222.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_223.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_223.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_224.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_224.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_225.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_225.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_226.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_226.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_227.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_227.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_228.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_228.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_229.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_229.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_23.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_23.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_230.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_230.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_231.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_231.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_232.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_232.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_233.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_233.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_234.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_234.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_235.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_235.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_236.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_236.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_237.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_237.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_238.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_238.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_239.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_239.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_24.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_24.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_240.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_240.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_241.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_241.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_242.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_242.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_243.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_243.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_244.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_244.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_245.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_245.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_246.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_246.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_247.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_247.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_248.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_248.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\3\3_249.png,3,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\3\3_249.png
